Date,avg_Temperature,min_Temperature,max_Temperature,avg_lower_bound,avg_upper_bound
2025-02-11,8.006352275763748e+18,-6.445154890483689e+19,7.94692064735591e+19,8.006352275763748e+18,8.006352275763748e+18
2025-02-12,-5.435244162786735e+19,-2.7487975325524397e+20,1.645478004010395e+20,-5.435244162786735e+19,-5.435244162786735e+19
2025-02-13,7.865557718480973e+19,-5.651582738204274e+20,6.979656984530198e+20,7.865557718480973e+19,7.865557718480973e+19
2025-02-14,-4.870814577798037e+20,-2.368253508436996e+21,1.4301581523386027e+21,-4.870814577798037e+20,-4.870814577798037e+20
2025-02-15,7.298576165865052e+20,-4.82676335964784e+21,5.945466545380292e+21,7.298576165865052e+20,7.298576165865052e+20
2025-02-16,-4.2624137947072236e+21,-2.031362112950077e+22,1.2109553396543216e+22,-4.2624137947072236e+21,-4.2624137947072236e+21
2025-02-17,6.466419949107096e+21,-4.188888887162979e+22,5.1734138785069286e+22,6.466419949107096e+21,6.466419949107096e+21
2025-02-18,-3.652836924934814e+22,-1.7656830587723146e+23,1.0636570314813596e+23,-3.652836924934814e+22,-3.652836924934814e+22
2025-02-19,5.490250861353866e+22,-3.6092438583256484e+23,4.4514164992215254e+23,5.490250861353866e+22,5.490250861353866e+22
2025-02-20,-3.0633390089000805e+23,-1.4965849450223692e+24,9.061291945078075e+23,-3.0633390089000805e+23,-3.0633390089000805e+23
2025-02-21,4.479575844426724e+23,-3.095507204705276e+24,3.8210000492285217e+24,4.479575844426724e+23,4.479575844426724e+23
2025-02-22,-2.514757714807494e+24,-1.3125156503931664e+25,7.883730814157392e+24,-2.514757714807494e+24,-2.514757714807494e+24
2025-02-23,3.488637221397209e+24,-2.690852706148344e+25,3.3215828867343485e+25,3.488637221397209e+24,3.488637221397209e+24
